rank_uncertainty,il,cat,an,pred_eta_mPas,pred_ln,ens_std,dist_nearest_measured,rank_coverage
13,CCCCCCC[N+](CCCC)(CCOc1ccc(C)cc1C)CCN1CCCCC1|c1nnc[n-]1,CCCCCCC[N+](CCCC)(CCOc1ccc(C)cc1C)CCN1CCCCC1,c1nnc[n-]1,17103.489182788886,9.74703776745337,1.0691494824398293,1.9457957563894526,
14,CCCCC[N+](C)(CCCCC)CC(=O)Nc1cc(C)cc(C)c1|Cc1cccc([O-])c1C,CCCCC[N+](C)(CCCCC)CC(=O)Nc1cc(C)cc(C)c1,Cc1cccc([O-])c1C,3628.3120485204963,8.196522818705104,1.044399657264362,1.9102477031620977,
15,CCCC[N+](CCC)(CCCC)CC(=O)Nc1cccc(C)c1C|Cc1cccc([O-])c1C,CCCC[N+](CCC)(CCCC)CC(=O)Nc1cccc(C)c1C,Cc1cccc([O-])c1C,3628.3120485204963,8.196522818705104,1.044399657264362,1.9102477031620977,
16,CCCCCCC[S+](CCCC)CC(=O)Nc1ccc(C)cc1C|Cc1cccc([O-])c1C,CCCCCCC[S+](CCCC)CC(=O)Nc1ccc(C)cc1C,Cc1cccc([O-])c1C,3476.7282667274644,8.153846977308037,1.0417518040409501,1.9616826731292913,
17,CCCCCCC[S+](CCC)CC(=O)Nc1ccc(C)cc1C|Cc1ccc([O-])c(C)c1,CCCCCCC[S+](CCC)CC(=O)Nc1ccc(C)cc1C,Cc1ccc([O-])c(C)c1,3524.0305102998445,8.167360644878933,1.0376150134547824,1.8982882876025804,
18,CCCCCCC[P+](C)(CC)CC(=O)Nc1cc(C)cc(C)c1|CCc1cccc([O-])c1,CCCCCCC[P+](C)(CC)CC(=O)Nc1cc(C)cc(C)c1,CCc1cccc([O-])c1,3513.3407850149765,8.164322654397,1.037292779952489,1.9095168554390294,
19,CCCCCC[P+](C)(CCC)CC(=O)Nc1cc(C)cc(C)c1|CCc1ccc([O-])cc1,CCCCCC[P+](C)(CCC)CC(=O)Nc1cc(C)cc(C)c1,CCc1ccc([O-])cc1,3513.3407850149765,8.164322654397,1.037292779952489,1.9095168554390294,
20,CCCCC[P+](CC)(CCC)CC(=O)Nc1ccccc1CC|Cc1ccc([O-])c(C)c1,CCCCC[P+](CC)(CCC)CC(=O)Nc1ccccc1CC,Cc1ccc([O-])c(C)c1,3513.3407850149765,8.164322654397,1.037292779952489,1.9095168554390294,
21,CCCCCC[P+](CC)(CC)CC(=O)Nc1cccc(C)c1C|CCc1ccccc1[O-],CCCCCC[P+](CC)(CC)CC(=O)Nc1cccc(C)c1C,CCc1ccccc1[O-],3513.3407850149765,8.164322654397,1.037292779952489,1.9095168554390294,
22,CCCCCCC[P+](C)(CC)CC(=O)Nc1ccc(CC)cc1|Cc1cc(C)cc([O-])c1,CCCCCCC[P+](C)(CC)CC(=O)Nc1ccc(CC)cc1,Cc1cc(C)cc([O-])c1,3513.3407850149765,8.164322654397,1.037292779952489,1.9095168554390294,
23,CCCCCC[P+](CC)(CC)CC(=O)Nc1ccc(C)cc1C|CCc1ccc([O-])cc1,CCCCCC[P+](CC)(CC)CC(=O)Nc1ccc(C)cc1C,CCc1ccc([O-])cc1,3513.3407850149765,8.164322654397,1.037292779952489,1.9095168554390294,
24,CCCCCCOCC[N+](CCC)(CCCCC)CCN1CCCC1|O=Cc1ccccc1[O-],CCCCCCOCC[N+](CCC)(CCCCC)CCN1CCCC1,O=Cc1ccccc1[O-],7832.443155893484,8.966029765333491,1.017243835277259,1.0595665951710391,
25,CCCCCCC[N+](CCCCCC)(CCOc1ccccc1)CCN1CCOCC1|c1nnc[n-]1,CCCCCCC[N+](CCCCCC)(CCOc1ccccc1)CCN1CCOCC1,c1nnc[n-]1,10760.303622834905,9.283619051053249,1.0009508805064082,1.9967479158848733,
26,CCCCCCCC[N+](CCCC)(CCNc1cccc(CC)c1)CCN1CCCC1|c1nnc[n-]1,CCCCCCCC[N+](CCCC)(CCNc1cccc(CC)c1)CCN1CCCC1,c1nnc[n-]1,26066.788875743146,10.168417326182045,0.9980961012584236,2.591188407446872,
27,CCC[N+](CC)(CCNc1cc(C)cc(C)c1)CCOc1ccc(CC)cc1|F[B-](F)(F)F,CCC[N+](CC)(CCNc1cc(C)cc(C)c1)CCOc1ccc(CC)cc1,F[B-](F)(F)F,3038.038127805178,8.018967233374916,0.9943013532560001,2.0657438208394283,
28,CCCC[N+](CC)(CCNc1cccc(C)c1)CCOc1ccc(C)cc1C|F[B-](F)(F)F,CCCC[N+](CC)(CCNc1cccc(C)c1)CCOc1ccc(C)cc1C,F[B-](F)(F)F,3038.038127805178,8.018967233374916,0.9943013532560001,2.063388628608718,
29,CCCCCCNCC[n+]1ccn(CCOc2ccccc2C)c1|F[P-](F)(F)(F)(F)F,CCCCCCNCC[n+]1ccn(CCOc2ccccc2C)c1,F[P-](F)(F)(F)(F)F,2624.1455974985874,7.872510635376237,0.9938399379859489,1.956257252386207,
30,CCCCCCCC[N+](CCC)(CCOc1ccccc1)CCN1CCCCC1|c1c[n-]nn1,CCCCCCCC[N+](CCC)(CCOc1ccccc1)CCN1CCCCC1,c1c[n-]nn1,25561.588288728264,10.148846046182491,0.9923685465351312,2.0208984638206484,
31,CCCC[N+](CCCC)(CCCC)CC(=O)Nc1ccc(C)cc1C|Cc1ccc([O-])c(C)c1,CCCC[N+](CCCC)(CCCC)CC(=O)Nc1ccc(C)cc1C,Cc1ccc([O-])c(C)c1,3385.1588936181047,8.127156124752268,0.9895681282605924,1.9783739652927612,
32,CCCCCC[N+](CCC)(CCC)CC(=O)Nc1ccc(C)cc1C|Cc1ccc([O-])c(C)c1,CCCCCC[N+](CCC)(CCC)CC(=O)Nc1ccc(C)cc1C,Cc1ccc([O-])c(C)c1,3385.1588936181047,8.127156124752268,0.9895681282605924,1.9783739652927614,
33,CCCCCC[N+](CCCC)(CCOc1ccc(OC)cc1)CCN1CCCC1|c1nnc[n-]1,CCCCCC[N+](CCCC)(CCOc1ccc(OC)cc1)CCN1CCCC1,c1nnc[n-]1,8953.312299791238,9.099778832164874,0.9894073348886978,1.9995517509540768,
34,CCCCCC[N+](CCC)(CCOc1ccccc1)CCN1CCCC1|CCCCCC(=O)[O-],CCCCCC[N+](CCC)(CCOc1ccccc1)CCN1CCCC1,CCCCCC(=O)[O-],7085.037673015654,8.865740469402903,0.9856487324719003,1.0844275943332902,
35,CCCCCCCC[N+](CCCC)(CCOc1ccccc1)CCN1CCCC1|c1nnc[n-]1,CCCCCCCC[N+](CCCC)(CCOc1ccccc1)CCN1CCCC1,c1nnc[n-]1,26446.471714921692,10.182878033867686,0.9806239959662935,2.05616965050643,
36,c1ccc(OCC[N+]2(CCN3CCCCC3)CCCCCC2)cc1|CCCCCCC(=O)[O-],c1ccc(OCC[N+]2(CCN3CCCCC3)CCCCCC2)cc1,CCCCCCC(=O)[O-],11462.214335888208,9.34681119463046,0.9774048267669081,1.564519746271926,
37,Cn1cc[n+](CCOCCOCCO)c1|c1nnc[n-]1,Cn1cc[n+](CCOCCOCCO)c1,c1nnc[n-]1,2698.3804289679556,7.900407030892779,0.9748270142732895,1.1671903997847044,
38,CCCCCCC[N+](CCC)(CCOc1cccc(C)c1)CCN1CCCC1|c1nnc[n-]1,CCCCCCC[N+](CCC)(CCOc1cccc(C)c1)CCN1CCCC1,c1nnc[n-]1,11912.42427022239,9.385337190773091,0.9690683435136063,2.0362362751251206,
39,CCCCCC[N+](CCCC)(CCOc1ccccc1C)CCN1CCCC1|c1c[n-]nn1,CCCCCC[N+](CCCC)(CCOc1ccccc1C)CCN1CCCC1,c1c[n-]nn1,11912.42427022239,9.385337190773091,0.9690683435136063,2.0362362751251206,
40,CCCCC[N+](CCC)(CCC)CC(=O)Nc1cccc(CC)c1|Cc1cc(C)cc([O-])c1,CCCCC[N+](CCC)(CCC)CC(=O)Nc1cccc(CC)c1,Cc1cc(C)cc([O-])c1,4192.126884143923,8.34096349370691,0.9669845413132245,1.9264828990704086,
41,CCCCCC[N+](CC)(CCC)CC(=O)Nc1ccc(CC)cc1|Cc1cc(C)cc([O-])c1,CCCCCC[N+](CC)(CCC)CC(=O)Nc1ccc(CC)cc1,Cc1cc(C)cc([O-])c1,4192.126884143923,8.34096349370691,0.9669845413132245,1.9264828990704086,
42,CCCCC[N+](CCC)(CCC)CC(=O)Nc1cccc(C)c1C|CCc1ccc([O-])cc1,CCCCC[N+](CCC)(CCC)CC(=O)Nc1cccc(C)c1C,CCc1ccc([O-])cc1,4192.126884143923,8.34096349370691,0.9669845413132245,1.9264828990704086,
43,CCCCC[N+](CCC)(CCC)CC(=O)Nc1cccc(C)c1C|CCc1cccc([O-])c1,CCCCC[N+](CCC)(CCC)CC(=O)Nc1cccc(C)c1C,CCc1cccc([O-])c1,4192.126884143923,8.34096349370691,0.9669845413132245,1.9264828990704086,
44,CCCCC[N+](CC)(CCCC)CC(=O)Nc1ccccc1CC|Cc1ccc([O-])c(C)c1,CCCCC[N+](CC)(CCCC)CC(=O)Nc1ccccc1CC,Cc1ccc([O-])c(C)c1,4192.126884143923,8.34096349370691,0.9669845413132245,1.9264828990704086,
45,CCC[N+](C)(CCNc1ccc(CC)cc1)CCOc1cccc(CC)c1|F[B-](F)(F)F,CCC[N+](C)(CCNc1ccc(CC)cc1)CCOc1cccc(CC)c1,F[B-](F)(F)F,3157.66382874412,8.057587738466639,0.962740896552528,2.0669574107045063,
46,CCCCC[N+](CCCC)(CCNc1cccc(CC)c1)CCN1CCCC1|c1c[n-]nn1,CCCCC[N+](CCCC)(CCNc1cccc(CC)c1)CCN1CCCC1,c1c[n-]nn1,26323.321388131077,10.178210570035814,0.9611751676164918,2.5577818264056402,
47,CCCCCCC[N+](CC)(CCNc1cccc(CC)c1)CCN1CCCC1|c1c[n-]nn1,CCCCCCC[N+](CC)(CCNc1cccc(CC)c1)CCN1CCCC1,c1c[n-]nn1,26323.321388131077,10.178210570035814,0.9611751676164918,2.5577818264056402,
48,CCCCCCCC[N+](CC)(CCOc1cccc(CC)c1)CCN(CC)CC|c1nnc[n-]1,CCCCCCCC[N+](CC)(CCOc1cccc(CC)c1)CCN(CC)CC,c1nnc[n-]1,11720.004891847408,9.36905248052404,0.9609209433797644,1.566259332031144,
49,CCCCCCCC[N+](CC)(CCOc1ccc(CC)cc1)CCN(CC)CC|c1c[n-]nn1,CCCCCCCC[N+](CC)(CCOc1ccc(CC)cc1)CCN(CC)CC,c1c[n-]nn1,11720.004891847408,9.36905248052404,0.9609209433797644,1.566259332031144,
50,CCCCCC[N+](CCCC)(CCNc1ccccc1)CCN1CCCCC1|c1nnc[n-]1,CCCCCC[N+](CCCC)(CCNc1ccccc1)CCN1CCCCC1,c1nnc[n-]1,26242.642191313353,10.175140931255314,0.9592392729001726,2.5725278027632723,
51,CCCCCCC[N+](CCC)(CCNc1ccc(C)cc1)CCN1CCCC1|c1c[n-]nn1,CCCCCCC[N+](CCC)(CCNc1ccc(C)cc1)CCN1CCCC1,c1c[n-]nn1,26242.642191313353,10.175140931255314,0.9592392729001726,2.566817663788064,
52,CCc1ccc(OCC[N+]2(CCN3CCCCC3)CCCCC2)cc1|CCCCCC(=O)[O-],CCc1ccc(OCC[N+]2(CCN3CCCCC3)CCCCC2)cc1,CCCCCC(=O)[O-],10194.384888232487,9.229592346537292,0.9576561244735523,1.580777951748812,
53,CCCCCCCCOC(=O)C[N+](CC)(CCCCCC)CCN1CCCC1|[O-]c1ccccc1,CCCCCCCCOC(=O)C[N+](CC)(CCCCCC)CCN1CCCC1,[O-]c1ccccc1,5205.696973063025,8.557508876611656,0.9575993511982079,1.0900920411726363,
54,CCCCCCCC[N+](CC)(CCN1CCCC1)CC(=O)OCCCCCC|[O-]c1ccccc1,CCCCCCCC[N+](CC)(CCN1CCCC1)CC(=O)OCCCCCC,[O-]c1ccccc1,5205.696973063025,8.557508876611656,0.9575993511982079,1.0900920411726363,
55,CCCCCCC[N+](CCC)(CCN1CCCC1)CC(=O)OCCCCCC|[O-]c1ccccc1,CCCCCCC[N+](CCC)(CCN1CCCC1)CC(=O)OCCCCCC,[O-]c1ccccc1,5205.696973063025,8.557508876611656,0.9575993511982079,1.0900920411726363,
56,Cc1ccc(OCC[N+]2(CCN3CCCCC3)CCCCCC2)c(C)c1|OC([CH-]C(O)C(F)(F)F)C(F)(F)F,Cc1ccc(OCC[N+]2(CCN3CCCCC3)CCCCCC2)c(C)c1,OC([CH-]C(O)C(F)(F)F)C(F)(F)F,34419.832146333,10.446388193121827,0.9571336034973386,3.235245326347966,
57,CCC[N+](CC)(CCNc1ccc(C)cc1C)CCOc1cc(C)cc(C)c1|F[B-](F)(F)F,CCC[N+](CC)(CCNc1ccc(C)cc1C)CCOc1cc(C)cc(C)c1,F[B-](F)(F)F,2955.954207020494,7.991576790412405,0.9556955045204842,2.049728808722957,
58,CCc1ccc(OCC[N+]2(CCN3CCCC3)CCCC2)cc1|CCCCCCCC(=O)[O-],CCc1ccc(OCC[N+]2(CCN3CCCC3)CCCC2)cc1,CCCCCCCC(=O)[O-],10155.646893850018,9.22578517398954,0.9513030581031524,1.615684343356398,
59,CCCCCC[N+](C)(CCNc1ccccc1CC)CCN1CCCC1|OC([CH-]C(O)C(F)(F)F)C(F)(F)F,CCCCCC[N+](C)(CCNc1ccccc1CC)CCN1CCCC1,OC([CH-]C(O)C(F)(F)F)C(F)(F)F,16867.316073419766,9.733133068242916,0.9508200473423336,3.106975953349043,
60,Cc1cccc(OCC[N+]2(CCN3CCCC3)CCCC2)c1C|CCCCCCCC(=O)[O-],Cc1cccc(OCC[N+]2(CCN3CCCC3)CCCC2)c1C,CCCCCCCC(=O)[O-],10054.453554442181,9.215770955075293,0.95062664432548,1.5910744556754968,
61,Cc1ccccc1OCC[N+]1(CCN2CCCC2)CCCCC1|CCCCCCCC(=O)[O-],Cc1ccccc1OCC[N+]1(CCN2CCCC2)CCCCC1,CCCCCCCC(=O)[O-],10038.341726265615,9.214167212897586,0.9484773249350518,1.583210274343717,
62,CCCC[N+](C)(CCNc1ccccc1C)CCOc1cc(C)cc(C)c1|F[B-](F)(F)F,CCCC[N+](C)(CCNc1ccccc1C)CCOc1cc(C)cc(C)c1,F[B-](F)(F)F,3012.353476438027,8.010476938089223,0.9464340292130692,2.0452667643732707,
63,CCC[N+](C)(CCNc1cccc(CC)c1)CCOc1cc(C)cc(C)c1|F[B-](F)(F)F,CCC[N+](C)(CCNc1cccc(CC)c1)CCOc1cc(C)cc(C)c1,F[B-](F)(F)F,3012.353476438027,8.010476938089223,0.9464340292130692,2.049916473973686,
64,CCC[N+](C)(CCNc1ccccc1CC)CCOc1ccc(C)cc1C|F[B-](F)(F)F,CCC[N+](C)(CCNc1ccccc1CC)CCOc1ccc(C)cc1C,F[B-](F)(F)F,3012.353476438027,8.010476938089223,0.9464340292130692,2.0499164739736857,
65,CCC[N+](CC)(CCNc1ccc(C)cc1)CCOc1cc(C)cc(C)c1|F[B-](F)(F)F,CCC[N+](CC)(CCNc1ccc(C)cc1)CCOc1cc(C)cc(C)c1,F[B-](F)(F)F,3012.353476438027,8.010476938089223,0.9464340292130692,2.0452667643732707,
66,CCCCCCC[N+](CC)(CCNc1ccccc1CC)CCN1CCCCC1|c1c[n-]nn1,CCCCCCC[N+](CC)(CCNc1ccccc1CC)CCN1CCCCC1,c1c[n-]nn1,25926.446629422855,10.163018832097265,0.9438750093038321,2.570964286147732,
67,CCCCCCCC[N+](C)(CCNc1ccc(CC)cc1)CCN1CCCCC1|c1c[n-]nn1,CCCCCCCC[N+](C)(CCNc1ccc(CC)cc1)CCN1CCCCC1,c1c[n-]nn1,25926.446629422855,10.163018832097265,0.9438750093038321,2.570964286147732,
68,CCCCCC[N+](CC)(CCNc1cccc(CC)c1)CCN1CCCCC1|c1c[n-]nn1,CCCCCC[N+](CC)(CCNc1cccc(CC)c1)CCN1CCCCC1,c1c[n-]nn1,28466.187364970767,10.256472253670694,0.9436761735542304,2.5457057962847265,
69,CCCC[N+](CCCC)(CCNc1ccc(CC)cc1)CCN1CCCCC1|c1nnc[n-]1,CCCC[N+](CCCC)(CCNc1ccc(CC)cc1)CCN1CCCCC1,c1nnc[n-]1,28466.187364970767,10.256472253670694,0.9436761735542304,2.5457057962847265,
70,CCCCCCC[N+](CCCC)(CCOc1cc(C)cc(C)c1)CCN(CC)CC|c1c[n-]nn1,CCCCCCC[N+](CCCC)(CCOc1cc(C)cc(C)c1)CCN(CC)CC,c1c[n-]nn1,9141.889880661252,9.120622413387208,0.9435824638723599,1.5077112308307712,
71,CCCCCC[N+](CCC)(CCOc1ccccc1C)CCN1CCCCC1|c1nnc[n-]1,CCCCCC[N+](CCC)(CCOc1ccccc1C)CCN1CCCCC1,c1nnc[n-]1,12882.162408277009,9.463598874407973,0.9434933082564502,2.0006136902321607,
72,CCCCCCC[N+](C)(CCOc1cc(C)cc(C)c1)CCN1CCCCC1|c1c[n-]nn1,CCCCCCC[N+](C)(CCOc1cc(C)cc(C)c1)CCN1CCCCC1,c1c[n-]nn1,12753.801404146632,9.453584655493723,0.9434402430657618,1.968040819761803,
73,CCCCC[N+](CCCC)(CCNc1cccc(C)c1C)CCN1CCCC1|c1nnc[n-]1,CCCCC[N+](CCCC)(CCNc1cccc(C)c1C)CCN1CCCC1,c1nnc[n-]1,28436.423032142906,10.255426103578994,0.942757300186361,2.5492640533716715,
74,CCCCCC[N+](CCC)(CCNc1cccc(C)c1)CCN1CCCCC1|c1nnc[n-]1,CCCCCC[N+](CCC)(CCNc1cccc(C)c1)CCN1CCCCC1,c1nnc[n-]1,28378.94042909951,10.253402614890193,0.9417057450583335,2.5547843448872736,
75,Cc1cccc(OCC[N+]2(CCN3CCCC3)CCCCCC2)c1C|OC([CH-]C(O)C(F)(F)F)C(F)(F)F,Cc1cccc(OCC[N+]2(CCN3CCCC3)CCCCCC2)c1C,OC([CH-]C(O)C(F)(F)F)C(F)(F)F,37248.52668048049,10.52536767082363,0.9406972167938137,3.139809661200026,
76,Cc1ccc(NCC[N+]2(CCOCCOCCO)CCCCCC2)cc1|F[B-](F)(F)F,Cc1ccc(NCC[N+]2(CCOCCOCCO)CCCCCC2)cc1,F[B-](F)(F)F,19193.460729565173,9.862324913001133,0.940638808336768,2.335757099511725,
77,CCCCCCCC[N+](CC)(CC)CC(=O)Nc1ccc(C)cc1|CCc1cccc([O-])c1,CCCCCCCC[N+](CC)(CC)CC(=O)Nc1ccc(C)cc1,CCc1cccc([O-])c1,3613.082040141693,8.192316437820839,0.9373586647684351,1.9527563724244816,
78,CCCCCC[N+](CC)(CCCC)CC(=O)Nc1cccc(C)c1|CCc1ccccc1[O-],CCCCCC[N+](CC)(CCCC)CC(=O)Nc1cccc(C)c1,CCc1ccccc1[O-],3613.082040141693,8.192316437820839,0.9373586647684351,1.9527563724244816,
79,CCCCC[N+](CCC)(CCCC)CC(=O)Nc1ccccc1CC|Cc1ccccc1[O-],CCCCC[N+](CCC)(CCCC)CC(=O)Nc1ccccc1CC,Cc1ccccc1[O-],3613.082040141693,8.192316437820839,0.9373586647684351,1.9527563724244816,
80,CCCCCCCC[N+](C)(CCC)CC(=O)Nc1ccccc1CC|Cc1ccc([O-])cc1,CCCCCCCC[N+](C)(CCC)CC(=O)Nc1ccccc1CC,Cc1ccc([O-])cc1,3613.082040141693,8.192316437820839,0.9373586647684351,1.9527563724244816,
81,CCCCCC[N+](CCC)(CCC)CC(=O)Nc1ccc(CC)cc1|Cc1ccccc1[O-],CCCCCC[N+](CCC)(CCC)CC(=O)Nc1ccc(CC)cc1,Cc1ccccc1[O-],3613.082040141693,8.192316437820839,0.9373586647684351,1.9527563724244816,
82,CCCCCCCC[N+](C)(CCC)CC(=O)Nc1ccc(CC)cc1|Cc1ccccc1[O-],CCCCCCCC[N+](C)(CCC)CC(=O)Nc1ccc(CC)cc1,Cc1ccccc1[O-],3613.082040141693,8.192316437820839,0.9373586647684351,1.9527563724244816,
83,CCC[N+](CCC)(CCNc1cccc(CC)c1)CCN1CCCCC1|OC([CH-]C(O)C(F)(F)F)C(F)(F)F,CCC[N+](CCC)(CCNc1cccc(CC)c1)CCN1CCCCC1,OC([CH-]C(O)C(F)(F)F)C(F)(F)F,17680.167086389025,9.780198786734593,0.9365257478583244,3.1234621856381413,
84,CC[N+](CC)(CCOc1ccccc1)CCN1CCCCC1|CCCCCCCCC(=O)[O-],CC[N+](CC)(CCOc1ccccc1)CCN1CCCCC1,CCCCCCCCC(=O)[O-],7867.23358112059,8.970461765145691,0.935568056067183,0.8869611104770668,
85,CCCCCCCC[N+](C)(CCOc1ccccc1)CCN1CCCCC1|CCCC(=O)[O-],CCCCCCCC[N+](C)(CCOc1ccccc1)CCN1CCCCC1,CCCC(=O)[O-],7867.23358112059,8.970461765145691,0.935568056067183,0.8869611104770668,
86,Cc1ccc(NCC[N+]2(CC(=O)Nc3ccc(C)cc3C)CCCCCC2)cc1|N#C[N-]C#N,Cc1ccc(NCC[N+]2(CC(=O)Nc3ccc(C)cc3C)CCCCCC2)cc1,N#C[N-]C#N,9721.683503131095,9.182114082367718,0.9348055452762232,2.1162101331741248,
87,Cc1cccc(NCC[N+]2(CC(=O)Nc3cc(C)cc(C)c3)CCCCCC2)c1|N#C[N-]C#N,Cc1cccc(NCC[N+]2(CC(=O)Nc3cc(C)cc(C)c3)CCCCCC2)c1,N#C[N-]C#N,9721.683503131095,9.182114082367718,0.9348055452762232,2.1162101331741248,
88,CCCCCCNCC[n+]1ccn(CCNc2ccc(C)cc2)c1|F[P-](F)(F)(F)(F)F,CCCCCCNCC[n+]1ccn(CCNc2ccc(C)cc2)c1,F[P-](F)(F)(F)(F)F,3882.0349420502944,8.264114764731799,0.9347452942442274,2.5799794308778092,
89,c1c[n+](CCN2CCCC2)cn1CCN1CCCC1|OC([CH-]C(O)C(F)(F)F)C(F)(F)F,c1c[n+](CCN2CCCC2)cn1CCN1CCCC1,OC([CH-]C(O)C(F)(F)F)C(F)(F)F,22179.069751290175,10.006904319145201,0.932850335433664,2.649286456028683,
90,CCCCCCCNCC[N+]1(CCNc2ccc(CC)cc2)CCCCCC1|c1nnc[n-]1,CCCCCCCNCC[N+]1(CCNc2ccc(CC)cc2)CCCCCC1,c1nnc[n-]1,22962.111583282258,10.041600814117704,0.928025629421275,2.868577762755603,
91,CCCCCCCCNCC[N+]1(CCNc2ccc(C)cc2C)CCCCC1|c1nnc[n-]1,CCCCCCCCNCC[N+]1(CCNc2ccc(C)cc2C)CCCCC1,c1nnc[n-]1,22962.111583282258,10.041600814117704,0.928025629421275,2.874454017068219,
92,CCc1cccc(NC(=O)C[N+]2(CCNc3cccc(C)c3)CCCCCC2)c1|N#C[N-]C#N,CCc1cccc(NC(=O)C[N+]2(CCNc3cccc(C)c3)CCCCCC2)c1,N#C[N-]C#N,10303.120105819244,9.240202051240923,0.9265221096724033,2.102717838395104,
93,Cc1cccc(NCC[N+]2(CCOCCO)CCOCC2)c1C|F[P-](F)(F)(F)(F)F,Cc1cccc(NCC[N+]2(CCOCCO)CCOCC2)c1C,F[P-](F)(F)(F)(F)F,17349.727612752995,9.761332085698625,0.9260363292927066,2.438321322167257,
94,CCCCCCOC(=O)C[N+](CCC)(CCCCC)CCN1CCCC1|Cc1cccc([O-])c1,CCCCCCOC(=O)C[N+](CCC)(CCCCC)CCN1CCCC1,Cc1cccc([O-])c1,7101.179897213486,8.868016231928715,0.9257192263396765,0.8423133245835994,
95,CCCCCC[N+](CCC)(CCN1CCCC1)CC(=O)OCCCCC|Cc1ccc([O-])cc1,CCCCCC[N+](CCC)(CCN1CCCC1)CC(=O)OCCCCC,Cc1ccc([O-])cc1,7101.179897213486,8.868016231928715,0.9257192263396765,0.8423133245835994,
96,CCCCCCCC[N+](CCCC)(CCN1CCCC1)CC(=O)OCC|Cc1ccc([O-])cc1,CCCCCCCC[N+](CCCC)(CCN1CCCC1)CC(=O)OCC,Cc1ccc([O-])cc1,7101.179897213486,8.868016231928715,0.9257192263396765,0.8423133245835994,
