il,truth,pred,fold,n_records
C[N+](C)(C)CCO|CCC(=O)[O-],282.57000732421875,322.6465148925781,0,1
Cn1cc[n+](CCO)c1|[Cl-],358.8800048828125,339.6080322265625,0,3
Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1|Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#C[N-]C#N,271.0,278.9698486328125,0,1
CCCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1|O=[N+]([O-])c1cn[n-]c1,284.0,312.8944396972656,0,1
Cn1cc[n+](CCO)c1|O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,294.79998779296875,285.0393371582031,0,1
Cc1n(C)cc[n+]1C1CCCC1.O=[N+]([O-])c1cn[n-]c1|O=[N+]([O-])c1cn[n-]c1,365.0,322.0824890136719,0,1
CCCC[P+](CCCC)(CCCC)CCCC|[Cl-],339.4599914550781,346.4090576171875,0,2
CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC|c1c[n-]nn1,297.0,322.3773193359375,0,1
CCCC[N+]1(C)CCCC1|FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,277.0,322.52362060546875,0,4
CCCC[P+](CCCC)(CCCC)COC|c1c[n-]nn1,280.0,315.6850280761719,0,1
CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1c[n-]cn1|O=[N+]([O-])c1c[n-]cn1,245.0,310.7663879394531,0,1
CCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1|O=[N+]([O-])c1cn[n-]c1,289.0,310.235107421875,0,1
CC[n+]1ccn(C)c1C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.1000061035156,281.4915466308594,0,2
CCCC[n+]1ccn(C)c1|N#C[N-]C#N,267.1000061035156,264.05340576171875,0,2
CCCC[n+]1ccn(C)c1C|F[B-](F)(F)F,310.1000061035156,310.36578369140625,0,3
C[N+](C)(C)CCO|O=C([O-])CO,311.1000061035156,321.1970520019531,0,1
[Fe+3]|CCCC[c-]1c(C)c(C)c(C)c1C.Cc1[cH-]c(C)c(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,307.54998779296875,337.6814270019531,0,1
CCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.0,302.63287353515625,0,8
CCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,284.1000061035156,302.63287353515625,0,8
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,262.0,300.1816101074219,0,20
CC[n+]1ccccc1C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.0,294.0646667480469,0,1
CCC[n+]1ccc(C)cc1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,301.0,287.52117919921875,0,1
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,253.0,300.1816101074219,0,20
CCCCCCCCCCCCn1cc[n+](C)c1|Cl[Fe-](Cl)(Cl)Br,287.6000061035156,306.22296142578125,0,1
CC[N+]1(C)CCCC1|CCOS(=O)(=O)[O-],306.0,308.4943542480469,0,2
C=CC[N+](C)(C)CC|O=S(=O)([O-])C(F)(F)F,262.1000061035156,292.1121826171875,0,1
CCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,281.6000061035156,302.63287353515625,0,8
CCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,281.1000061035156,302.63287353515625,0,8
CCCCCCCCCCCC[n+]1ccn(C)c1|[Cl-],369.3999938964844,333.58056640625,0,2
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,270.1000061035156,300.1816101074219,0,20
CCCC[P+](CC)(CCCC)CCCC|CCCCCCCCCCCCCCCCC(=O)[O-],251.8000030517578,304.4918518066406,0,1
CCCC[n+]1ccn(C)c1C|F[B-](F)(F)F,305.1000061035156,310.36578369140625,0,3
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.0,300.1816101074219,0,20
CCCCCCCC[n+]1csc2ccccc21|F[P-](F)(F)(F)(F)F,334.2200012207031,328.30853271484375,0,1
CCCC[N+]1(C)CCCC1|FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,276.0,322.52362060546875,0,4
CCCCCC[n+]1csc2ccccc21|F[P-](F)(F)(F)(F)F,358.7900085449219,329.715087890625,0,1
COCC[N+]1(C)CCCC1|F[B-](F)(F)F,286.0,349.41326904296875,0,1
CCCn1c(C)cc(C)[n+]1C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.1000061035156,290.6646728515625,0,1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1|[Br-],340.1000061035156,337.0226135253906,0,2
CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.3999938964844,316.6970520019531,0,1
Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1|O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,215.9499969482422,299.0797424316406,0,1
CCCCCCCC[N+](C)(C)C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,280.1000061035156,300.37139892578125,0,1
CCCC[N+](C)(C)C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.1000061035156,300.232421875,0,3
CC[N+]1(C)CCCC1|CCOS(=O)(=O)[O-],310.07000732421875,308.4943542480469,0,2
CCCC[N+](C)(CC)CC|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.3999938964844,300.26690673828125,0,2
CCCC[N+](C)(C)CC|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,263.1000061035156,300.16455078125,0,1
N#CCCC[n+]1ccccc1|N#C[C-](C#N)C#N,305.20001220703125,277.1202392578125,0,1
CCCCn1cc[n+](C)c1|Cl[Fe-](Cl)(Cl)Cl,264.8599853515625,283.60968017578125,0,1
CCCCCCCC[N+](CC)(CC)CC|F[Sb-](F)(F)(F)(F)F,346.75,321.498291015625,0,1
CC[N+](CC)(CC)CC|F[P-](F)(F)(F)(F)F,350.25,318.21270751953125,0,3
CCCCC[n+]1ccccc1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272.79998779296875,285.4723815917969,0,1
CCCCCC[n+]1ccccc1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,276.3999938964844,286.6963195800781,0,1
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,255.10000610351562,300.1816101074219,0,20
CCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,285.1000061035156,302.63287353515625,0,8
COC[n+]1ccn(C)c1|F[P-](F)(F)(F)(F)F,341.1000061035156,297.38677978515625,0,1
CCCC[N+](C)(C)C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.1000061035156,300.232421875,0,3
Cn1cc[n+](CCO)c1|[Cl-],359.5,339.6080322265625,0,3
CC1(C)OCC(C[N+](C)(C)Cc2cccnc2)O1|F[B-](F)(F)F,293.95001220703125,375.8236999511719,0,1
C[N+](C)(CCO)Cc1ccccc1|[Cl-],346.70001220703125,404.69647216796875,0,1
CC[n+]1ccn(C)c1|CCCCCCCCCCCCCCCC(=O)[O-],326.8999938964844,312.08099365234375,0,1
C[n+]1ccn(CCOC(=O)c2cccc(I)c2)c1|F[B-](F)(F)F,350.6000061035156,330.7297058105469,0,1
Cn1cc[n+](CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,281.1000061035156,307.98065185546875,0,1
CCCCC/C=C\C/C=C\CCCCCCCCn1cc[n+](C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,226.39999389648438,298.5207824707031,0,1
CCC[n+]1ccccc1|N#C[N-]C#N,276.1000061035156,270.41473388671875,0,2
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,258.29998779296875,300.1816101074219,0,20
CC[N+](CC)(CC)CC|F[P-](F)(F)(F)(F)F,343.1000061035156,318.21270751953125,0,3
CC[n+]1ccn(C)c1|F[P-](F)(F)(F)(F)F,335.1000061035156,297.3269348144531,0,6
CC[n+]1ccn(C)c1|F[As-](F)(F)(F)(F)F,326.1000061035156,283.4659118652344,0,1
CC[n+]1ccn(C)c1C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,300.1000061035156,281.4915466308594,0,2
CCC[n+]1ccn(C)c1|F[B-](F)(F)F,256.1000061035156,293.888427734375,0,1
CCCC[N+](CCCC)(CCCC)CCCC|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.1000061035156,307.292724609375,0,1
Cn1cc[n+](CC#N)c1|N#Cc1nc(C(F)(F)F)[n-]c1C#N,366.1000061035156,270.30474853515625,0,2
CCCCCC[n+]1cccc2ccccc21|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.0,316.8805236816406,0,2
Cn1cc[n+](CC#N)c1|N#Cc1nc(C(F)(F)F)[n-]c1C#N,365.79998779296875,270.30474853515625,0,2
CCCCCCCC[n+]1cc(C)cc(C)c1|O=S(=O)([O-])C(F)(F)F,349.1000061035156,307.3294982910156,0,1
CCCCCCOC[n+]1ccccc1|O=S(=O)([O-])NC1CCCCC1,238.1999969482422,317.5753173828125,0,1
CCOC(=O)CCC[N+](CC)(CC)CC|[Br-],351.1000061035156,345.7555236816406,0,1
CCCC[N+](C)(CCCC)CCCC|COS(=O)(=O)[O-],335.1000061035156,320.19622802734375,0,1
CCC[N+](CCC)(CCC)CCCC(=O)OCC|[Br-],352.1000061035156,348.16925048828125,0,1
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.1499938964844,300.1816101074219,0,20
CCCCCCCOC[n+]1ccccc1|O=S(=O)([O-])NC1CCCCC1,259.04998779296875,317.3038330078125,0,1
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,261.8999938964844,300.1816101074219,0,20
C[N+](C)(C)CC(=O)O|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,330.0,296.3992614746094,0,1
Cn1cc[n+](Cc2ccccc2)c1|F[B-](F)(F)F,350.1000061035156,341.42926025390625,0,1
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,259.70001220703125,300.1816101074219,0,20
CCCC[n+]1ccn(C)c1C|F[B-](F)(F)F,311.1000061035156,310.36578369140625,0,3
CCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,280.1000061035156,302.63287353515625,0,8
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1|F[B-](F)(F)F,339.1000061035156,320.8211669921875,0,1
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,255.1999969482422,300.1816101074219,0,20
CCCC[P+](CCCC)(CCCC)CCCC|[Cl-],337.1000061035156,346.4090576171875,0,2
CCCCCCCCC[n+]1cccc(C)c1|[Cl-],337.1000061035156,339.35626220703125,0,1
CC[n+]1ccn(C)c1|F[P-](F)(F)(F)(F)F,334.1000061035156,297.3269348144531,0,6
CCCCCCCCCCCCCCCC[N+]1(C)CCCCC1|CC(=O)Oc1ccccc1C(=O)[O-],303.8999938964844,314.9880676269531,0,1
CC[n+]1ccn(C)c1|O=S(=O)([O-])C(F)(F)F,262.6000061035156,277.28802490234375,0,4
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.70001220703125,300.1816101074219,0,20
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,255.6999969482422,300.1816101074219,0,20
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.8999938964844,300.1816101074219,0,20
CCCCCC[N+](CC)(CC)CC|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.1000061035156,304.8836364746094,0,1
CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)C1=CC=[N+](C=C1)C|[I-],345.1000061035156,353.3208312988281,0,1
Cn1cc[n+](CCO)c1|[Cl-],359.1000061035156,339.6080322265625,0,3
CC[n+]1ccn(C)c1|F[P-](F)(F)(F)(F)F,333.1000061035156,297.3269348144531,0,6
CCCC[N+](C)(C)C|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,292.1000061035156,300.232421875,0,3
c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.8999938964844,332.2627868652344,0,1
CCCCCCCCCCn1cc[n+](C)c1|O=S(=O)([O-])C(F)(F)F,296.20001220703125,299.7940368652344,0,1
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,258.1000061035156,300.1816101074219,0,20
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1|F[B-](F)(F)F,330.0,318.86212158203125,0,1
CC[n+]1ccn(C)c1|O=S(=O)([O-])C(F)(F)F,259.1000061035156,277.28802490234375,0,4
CCCC[N+]1(C)CCCC1|FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,275.8999938964844,322.52362060546875,0,4
CC[n+]1ccn(C)c1|F[P-](F)(F)(F)(F)F,333.0,297.3269348144531,0,6
CCCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.5,300.1816101074219,0,20
CC[n+]1ccn(C)c1|O=S(=O)([O-])C(F)(F)F,262.2300109863281,277.28802490234375,0,4
c(N(CCCCCC)CCCCCC)1c(N(CCCCCC)CCCCCC)[c+]1N(CCCCCC)CCCCCC|[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,276.1000061035156,293.9883117675781,0,1
CCCC[N+]1(C)CCCC1|FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,275.1000061035156,322.52362060546875,0,4
CCCC[N+](CCCC)(CCCC)CCCC|CCCCCCCCCCCCOS(=O)(=O)[O-],250.25,302.2381896972656,0,1
c(N(C)C)1c(N(C)C)[c+]1N(CC)CC|[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,317.1000061035156,298.4135437011719,0,1
c(N(C)C)1c(N(C)C)[c+]1N(CCCC)C|[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,279.1000061035156,299.2500305175781,0,1
c(N(CC)CC)1c(N(CC)CC)[c+]1N(C)C|[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,290.1000061035156,299.6658630371094,0,1
Cn1cn[n+](CCN=[N+]=[N-])c1|Cn1cn[n+](CCN=[N+]=[N-])c1.[O-]Cl(=O)(=O)=O,221.10000610351562,297.4725036621094,0,1
C[n+]1cn(N)cn1|[O-]Cl(=O)(=O)=O,359.1000061035156,332.8344421386719,0,1
Cn1c[n+](C)nc1N=[N+]=[N-].O=[N+]([O-])[O-]|Cn1c[n+](C)nc1N=[N+]=[N-].O=[N+]([O-])[O-],371.1000061035156,289.596923828125,0,1
CC(C)CC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,273.1000061035156,275.8621520996094,0,1
C[N+]1(CCO)CCOCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.05999755859375,301.3726806640625,0,1
C=Cc1ccc(Cn2cc[n+](C)c2)cc1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,311.8999938964844,312.04034423828125,0,1
CCCCCCCC[n+]1cccc2ccccc21|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.29998779296875,316.23822021484375,0,1
C[n+]1ccn(CCCC#N)c1|F[P-](F)(F)(F)(F)F,345.1499938964844,303.4735412597656,0,1
CC[N+]1(C)CCOCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,302.1199951171875,306.3031921386719,0,1
CCC[n+]1ccccc1|N#C[N-]C#N,281.2699890136719,270.41473388671875,0,2
CC[N+](C)(C)CCOC|F[B-](F)(F)C(F)(F)F,281.1000061035156,301.6318054199219,0,1
CC[N+](CC)(CC)CCOC|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.1000061035156,301.4989318847656,0,1
CCC[N+](C)(CC)CC|F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,330.1000061035156,307.182373046875,0,1
COCC[N+](C)(C)C|F[B-](F)(F)C(F)(F)C(F)(F)F,303.1000061035156,301.35577392578125,0,1
CC[N+](CC)(CC)CCOC|F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,284.1000061035156,312.0486145019531,0,1
CCCC[N+](C)(CC)CC|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,282.1000061035156,300.26690673828125,0,2
CCCC[n+]1ccn(C)c1C|[Br-],349.6600036621094,353.79913330078125,0,1
CCCCCCCCCC[n+]1ccn(C)c1C|[Br-],341.3500061035156,337.4718017578125,0,1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1|[Br-],337.05999755859375,337.0226135253906,0,2
CC[N+]1=CC=CC=C1|[Br-],393.1499938964844,370.4139099121094,0,1
C[N+]1=CN(CC2=CC=CC=C2)C=C1|F[P-](F)(F)(F)(F)F,408.1499938964844,341.7077941894531,0,1
C[N+]1(CCCC)CCCCC1|F[B-](F)(F)F,422.1499938964844,357.83111572265625,0,1
CC1=CC=[N+](CCCC)C=C1|[Br-],391.1499938964844,358.7638244628906,0,1
CCCC[N+]1=CC=CC=C1|[Br-],371.1499938964844,352.8336181640625,0,1
CCN1C=C[N+](CCCCCCCCCCCC)=C1|C(F)(F)(F)S(=O)(=O)[O-],320.1499938964844,303.3438720703125,0,1
CN1C=C[N+](CC)=C1C|[Br-],413.1499938964844,370.98590087890625,0,1
C[N+]1=CN(CC)C=C1|N#C[N-]C#N,252.14999389648438,259.0373840332031,0,1
C[N+]1=CN(CC)C=C1|[O-]P(OC)(OC)=O,314.1499938964844,304.3460388183594,0,1
CN1C=C[N+](CCCCCCCCCCCCCCCC)=C1|[Cl-],483.1499938964844,337.90118408203125,0,1
CCCCCC[N+]1=CC=CC=C1|C(F)(F)(F)S(=O)(=O)[O-],336.1499938964844,299.63262939453125,0,1
C[N+]1(CCC)CCCCC1|F[B-](F)(F)F,378.1499938964844,370.7022399902344,0,1
C[N+]1=CN(CCCCCCCCCCCCCC)C=C1|O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,311.1499938964844,294.6373291015625,0,1
C[P+](CCCC)(CCCC)CCCC|O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,289.1499938964844,304.16748046875,0,1
CCCC[P+](CCCC)(CCCC)CCCC|CS(=O)(=O)[O-],331.1000061035156,337.5587463378906,1,2
CC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,263.3999938964844,288.2384033203125,1,18
CCC[N+]1(C)CCCC1|O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,279.6000061035156,306.66387939453125,1,1
CC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,274.1000061035156,288.2384033203125,1,18
Cc1cc[n+](CC(=O)Nc2ccc(I)cc2F)cc1|F[P-](F)(F)(F)(F)F,326.6000061035156,354.7620544433594,1,1
CC[N+](CC)(CC)CC|O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,356.6000061035156,303.9533386230469,1,2
CC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,258.1000061035156,288.2384033203125,1,18
CC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,257.0,288.2384033203125,1,18
CC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,258.0,288.2384033203125,1,18
CCCCCC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.79998779296875,285.2518310546875,1,9
CCCCCC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272.1099853515625,285.2518310546875,1,9
CCCC[N+]1(C)CCCCC1|F[P-](F)(F)(F)(F)F,354.70001220703125,373.0321960449219,1,1
CCCC[n+]1ccn(C)c1|CCCCCCOC(=O)CC(C(=O)OCCCCCC)C(C(=O)OCCCCCC)S(=O)(=O)[O-],251.1999969482422,322.529296875,1,1
CC[n+]1ccn(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,256.1000061035156,288.2384033203125,1,18
CC[n+]1ccn(C)c1|[Br-],345.1000061035156,366.99224853515625,1,6
CC(C)[n+]1ccn(C)c1|[Br-],352.1000061035156,376.1751708984375,1,1
CCCCCCCC[n+]1ccn(C)c1|O=S(=O)([O-])O,298.1000061035156,314.9543762207031,1,1
CCCCCCCC[n+]1ccc(N(C)C)cc1|O=S(=O)([O-])C(F)(F)F,292.6000061035156,314.3724365234375,1,1
CCCCCCCCCCCCSCC(Cn1cc[n+](C)c1)SCCCCCCCCCCCC|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272.3999938964844,288.7899169921875,1,1
CC[n+]1cccc(C)c1|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272.0,312.1528625488281,1,1
CCCC[n+]1ccn(C)c1|O=S(=O)([O-])C(F)(F)F,285.0,288.90887451171875,1,5
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC|[Br-],369.1499938964844,346.05523681640625,1,3
